ids,artists,mediums,titles,descriptions,urls
ger_2087,Hans Brosamer,Engraving in black on buff laid paper,Judgment of Paris,"Hans Brosamer produced several classical roundels relating to the popular theme of powerful women. In this depiction of the moment that started the Trojan War, Paris, the prince of Troy, is portrayed as a shepherd; asked to choose the most beautiful among the goddesses Athena, Hera, and Aphrodite, Paris selects Aphrodite, but only after the goddess promises him the love of Helen, queen of Sparta. When Helen is spirited away from her husband and into Paris’s arms, the epic conflict begins.",https://www.artic.edu/artworks/41600/judgment-of-paris
ger_2088,Lovis Corinth,"Transfer lithograph on thin, white laid paper",Crucifixion,,https://www.artic.edu/artworks/29044/crucifixion
ger_2089,Lothar Baumgarten,Gelatin silver print,Yanomami,,https://www.artic.edu/artworks/154323/yanomami
ger_2090,Konstantin Grcic (Designer),Polypropylene,2-Hands Laundry Basket,"Square Wastepaper Bin was the first in a series of products made for the German manufacturer Authentics. The project gave Grcic the opportunity to experiment with plastic, a material that enabled him to create his earliest industrially made designs for mass production. He conceived Square Wastepaper Bin as a round base with square sides and a hole cut out on one side for a handle. The 2-Hands Laundry Basket, the next design in this family of quotidian products, is slightly oversized, yet lightweight and durable, with a seamless elegance that sets it apart from other such designs. The H20 Wastepaper Bin derived from Grcic’s desire to make subtle adjustments to the commonplace object by adding a lid and rim at the top and bottom of the piece. For the Tip Wastepaper Bin, Grcic enlarged the hinge mechanism that opens and closes the lid to prevent it from breaking with use. Through a disciplined process of research and design development, Grcic was thus able to introduce a range of products that respond to basic human needs.",https://www.artic.edu/artworks/200791/2-hands-laundry-basket
ger_2091,Johann Heinrich Ramberg,Pen lithograph in brown on cream wove paper,The Lovers,"Johann Heinrich Ramberg studied history painting with Benjamin West in London from 1781 to 1788, but he found livelier inspiration in the English caricature tradition of William Hogarth and Thomas Rowlandson. On his return to Germany, he made his reputation by designing a classical curtain for a theater in his native Hannover, though he was more successful as a satirist and book illustrator. The Lovers, which is historicizing in its broad scale, slyly adds humor, romance, and a fairy-tale ambiance to Ramberg’s favorite theme: voyeurism. The postcoital pair, snug in their idyllic curtained bower, doze on, oblivious to the arrival of curious family members and pets.",https://www.artic.edu/artworks/149578/the-lovers
ger_2092,Max Beckmann,Transfer lithograph on tan imitation Japanese paper laid down on the cover board of he portfolio,"Self-Portrait, plate one from Die Hölle",,https://www.artic.edu/artworks/122383/self-portrait-plate-one-from-die-holle
ger_2093,Unknown artist,Woodcut on paper,"Illustration from Romische Historien by Titus Livius, plate 30 from Woodcuts from Books of the XVI Century",,https://www.artic.edu/artworks/132175/illustration-from-romische-historien-by-titus-livius-plate-30-from-woodcuts-from-books-of-the-xvi-century
ger_2094,Monogrammist I.K.,Woodcut in black on cream laid paper,"German Soldier Standing with Flag (recto) and German Soldier Marching with Flag (verso) from Wappen des heiligen römischen Reichs Teutscher Nation, plate 47 from Woodcuts from Books of the XVI Century","Ostentatious heraldry could be a lifesaver on the battlefield, assuming the standard bearer kept his brightly colored and easily identifiable flag high enough to create a rallying point for the regiment. This husky foot soldier firmly grasps the pole while keeping his sword close at hand. The blank flag unfurled here also reappeared with a rampant lion for the Palatine region of Southwestern Germany in a 1579 edition of the same book in the collection of Bayerisches Staatsbibliothek, Munich.",https://www.artic.edu/artworks/132192/german-soldier-standing-with-flag-recto-and-german-soldier-marching-with-flag-verso-from-wappen-des-heiligen-romischen-reichs-teutscher-nation-plate-47-from-woodcuts-from-books-of-the-xvi-century
ger_2095,Martin Kippenberger,"Graphite, graphic art transfer tape, and collage of fortune cookie fortunes on ivory wove hotel stationery",Untitled (Tokyo Hilton),,https://www.artic.edu/artworks/158902/untitled-tokyo-hilton
ger_2096,Martin Kippenberger,"Collage of color photographs, graphite, and colored pencil on white wove hotel stationery",Untitled (Tokyo Hilton),,https://www.artic.edu/artworks/158915/untitled-tokyo-hilton
ger_2097,Umbo (Otto Umbehr),Gelatin silver print,Bauhaus-Band Seen from Above (Bauhaus Kapelle von oben),,https://www.artic.edu/artworks/236286/bauhaus-band-seen-from-above-bauhaus-kapelle-von-oben
ger_2098,Albrecht Dürer,Woodcut in black on buff laid paper,"The Rejection of Joachim’s Offering, from The Life of the Virgin",,https://www.artic.edu/artworks/43917/the-rejection-of-joachim-s-offering-from-the-life-of-the-virgin
ger_2099,Albrecht Dürer,Woodcut in black on ivory laid paper,"The Bearing of the Cross, from The Large Passion",,https://www.artic.edu/artworks/43889/the-bearing-of-the-cross-from-the-large-passion
ger_2100,Samuel Amsler,Engraving on paper,Portrait of Carl Philipp Fohr,,https://www.artic.edu/artworks/17776/portrait-of-carl-philipp-fohr
ger_2101,Adam Schuyler,"Tin-glazed earthenware, pewter mounts",Mug,,https://www.artic.edu/artworks/92238/mug
ger_2102,Wilhelm von Gloeden,Albumen print,Untitled,,https://www.artic.edu/artworks/101470/untitled
ger_2103,Max Ackermann,Drypoint on cream wove paper,Self-Portrait with Banana,,https://www.artic.edu/artworks/25713/self-portrait-with-banana
ger_2104,Hans Sebald Beham,Engraving in black on ivory laid paper,"St. Mark, from The Four Evangelists",,https://www.artic.edu/artworks/28007/st-mark-from-the-four-evangelists
ger_2105,Albrecht Altdorfer,Woodcut in black on ivory laid paper,"The Visitation, from The Fall and Redemption of Man",,https://www.artic.edu/artworks/27553/the-visitation-from-the-fall-and-redemption-of-man
ger_2106,Heinrich Guttenberg,Engraving on paper,"Meeting in the Woods of Boulogne, from Monument du Costume Physique et Moral de la fin du Dix-huitième siècle",,https://www.artic.edu/artworks/30094/meeting-in-the-woods-of-boulogne-from-monument-du-costume-physique-et-moral-de-la-fin-du-dix-huitieme-siecle
ger_2107,Johann Christian Reinhart,Etching on ivory laid paper,"A Civita Castellana, from Malerisch Radierte Prospekte aus Italien",,https://www.artic.edu/artworks/184085/a-civita-castellana-from-malerisch-radierte-prospekte-aus-italien
ger_2108,Johann Gottlieb Glume,Etching in black on cream laid paper,"Woman with a Parasol (Mrs. Friedrich Christian Glume, Sister-in-Law of the Artist)",,https://www.artic.edu/artworks/200660/woman-with-a-parasol-mrs-friedrich-christian-glume-sister-in-law-of-the-artist
ger_2109,Johann Christian Reinhart,Etching on cream laid paper,A Farmer Driving his Cattle into the Water,,https://www.artic.edu/artworks/148798/a-farmer-driving-his-cattle-into-the-water
ger_2110,Rosemarie Trockel,Etching with embossing on off-white wove paper,White Carrot,,https://www.artic.edu/artworks/117826/white-carrot
ger_2111,Otti Berger (Designer),Manufacturer book of various fibers and weaves,"Swatches of Drapery, Wallpaper and Upholstery Materials",,https://www.artic.edu/artworks/52881/swatches-of-drapery-wallpaper-and-upholstery-materials
ger_2112,Markus Lüpertz,"Gouache, with traces of watercolor, over charcoal, on white wove paper",Untitled,,https://www.artic.edu/artworks/70024/untitled
ger_2113,,"Engraved glass, silver finial",Covered Goblet (Pokal),,https://www.artic.edu/artworks/36142/covered-goblet-pokal
ger_2114,Lovis Corinth,"Drypoint and roulette on ivory, wove paper",The Forge of Vulcan,,https://www.artic.edu/artworks/28751/the-forge-of-vulcan
ger_2115,Hans Baldung Grien,Woodcut in black on cream laid paper,Madonna and Child on a Grassy Bench,"Collecting prints after cult statues and miraculous paintings was part of both the European and the Japanese pilgrimage traditions. These woodcuts (2009.43, 2013.172, and 2013.159) could be combined to create their own cult object. Saints Catherine and Barbara flank a frontal Virgin and Child, suggesting the works were intended to be mounted together as a folding domestic altarpiece. The letterpress below each image encouraged meditation and engagement. While only Catherine’s text survives in these impressions, each object would have included both stately Latin verses describing the saint’s history and martyrdom, as well as German prayers pleading for assistance and protection.",https://www.artic.edu/artworks/219078/madonna-and-child-on-a-grassy-bench
ger_2116,Max Beckmann,Lithograph on cream wove paper,"The Fall of Man, plate 14 from Day and Dream",,https://www.artic.edu/artworks/124581/the-fall-of-man-plate-14-from-day-and-dream
ger_2117,Johann Wilhelm Schirmer,Etching on off-white chine and buff wove paper,The Praying Nun,,https://www.artic.edu/artworks/137047/the-praying-nun
ger_2118,Peter Aubry,Engraving on paper,Letter N,,https://www.artic.edu/artworks/127658/letter-n
ger_2119,Gerhard Richter,Photogravure and aquatint in green-gray on ivory wove paper,Canary Island Landscapes II,,https://www.artic.edu/artworks/128018/canary-island-landscapes-ii
ger_2120,,"Steel, brass, and leather",Cuirass (Breastplate and Backplate) in the Late Gothic Style,"Sculpted with sleek rippled surfaces and decorative cut edges, this cuirass typifies late gothic German armor. A rare survival, it is fabled to have come out of a church in the Austrian Tyrol at the turn of the 20th century. It may have adorned a shrine figure of Saint George or hung over a noble’s tomb.The heavily pitted exterior attests to centuries of neglect, and a redblistered area of the interior is evidence it was in a fire. The right side of the breastplate below the waist was carefully restored in London around 1917.",https://www.artic.edu/artworks/219955/cuirass-breastplate-and-backplate-in-the-late-gothic-style
ger_2121,Otto Dix,Etching and aquatint on cream laid paper,"Company at Rest, from War",,https://www.artic.edu/artworks/152883/company-at-rest-from-war
ger_2122,Otto Dix,Drypoint and aquatint on cream wove paper,"Visit to Madame Germaine’s in Méricourt, from War",,https://www.artic.edu/artworks/152905/visit-to-madame-germaine-s-in-mericourt-from-war
ger_2123,Max Klinger,Etching and aquatint on ivory chine collé on off-white wove paper,"Cupid, plate ten from A Glove",,https://www.artic.edu/artworks/117687/cupid-plate-ten-from-a-glove
ger_2124,,"Steel, leather, and wood",Jousting Lance with Vamplate,,https://www.artic.edu/artworks/116621/jousting-lance-with-vamplate
ger_2125,,"Fruitwood, staghorn, ivory, steel, and gold",Wheellock Pistol,,https://www.artic.edu/artworks/116710/wheellock-pistol
ger_2126,Lovis Corinth,Lithograph heightened with watercolor on cream laid paper,Flight into the Ark,,https://www.artic.edu/artworks/125812/flight-into-the-ark
ger_2128,Erich Heckel,Woodcut on gray laid paper,Crouching Woman,,https://www.artic.edu/artworks/60016/crouching-woman
ger_2129,"Ottmar Elliger, the younger",Pen and gray ink and brush and gray wash on ivory laid paper,The Visitation,,https://www.artic.edu/artworks/84351/the-visitation
ger_2130,Lovis Corinth,Lithograph on cream wove paper,"Juno, from Das ABC",,https://www.artic.edu/artworks/75223/juno-from-das-abc
ger_2131,"Knoll International, Inc. (Producer)",Wool and viscose,Cato (Bronze),,https://www.artic.edu/artworks/225103/cato-bronze
ger_2132,Johann Adolph Darnstedt,Etching on ivory wove paper,Riding School and Horses,,https://www.artic.edu/artworks/152308/riding-school-and-horses
ger_2133,Otto Dix,Aquatint and drypoint on cream wove paper,"Abandoned Emplacement near Vis-en-Artois, from War",,https://www.artic.edu/artworks/152884/abandoned-emplacement-near-vis-en-artois-from-war
ger_2134,Sigmar Polke,"Collage (gelatin silver prints, newspaper, and applied ink on paper)",Uri Geller Welcomes Unknown Beings from the Realm of Fables,,https://www.artic.edu/artworks/146891/uri-geller-welcomes-unknown-beings-from-the-realm-of-fables
ger_2135,Max Beckmann,Lithograph on cream wove paper,"Self-Portrait, plate one from Day and Dream",,https://www.artic.edu/artworks/124568/self-portrait-plate-one-from-day-and-dream
ger_2136,Hieronymous Hopfer,Etching on white laid paper,Abduction of Proserpine on a Unicorn,,https://www.artic.edu/artworks/109022/abduction-of-proserpine-on-a-unicorn
ger_2137,Oskar Nerlinger,Gelatin silver print,Hand with Cigarette (Hand mit Zigarette),,https://www.artic.edu/artworks/130238/hand-with-cigarette-hand-mit-zigarette
